Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_sum,Segment,KMeans_Cluster,DBSCAN_Cluster,BGNBD_repeat_freq,BGNBD_recency_days,BGNBD_age_days,BGNBD_avg_order_value,predicted_purchases_6m,expected_avg_value,CLV_6m,CLV_Bucket,gross_vs_net_gap
15233,401.0,1.0,59.400000000000006,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,402.0,0.0,0.2544701740471112,470.98914615257866,119.85268999574699,Low,-59.400000000000006
15234,277.0,1.0,197.0,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,277.0,0.0,0.3460055287560892,470.98914615257866,162.96484855290194,Low,-197.0
15235,218.0,16.0,2937.81,2,5,5,255,12,Can't Lose Them,1,-1,11.0,171.0,389.0,231.1027272727273,0.3005618669183198,232.38587677502161,69.84633296895112,Low,-395.67999999999984
15236,299.0,1.0,321.05,2,1,2,212,5,Hibernating/Lost,0,2,0.0,0.0,299.0,0.0,0.32539404287610363,470.98914615257866,153.25706241735162,Low,-321.05
15237,2.0,4.0,1412.32,5,3,4,534,12,Loyal Customers,3,1,3.0,226.0,228.0,157.79999999999998,2.163892912295855,162.26264422190815,351.118985762171,Medium,-938.92
15238,29.0,3.0,1056.54,4,3,3,433,10,Loyal Customers,3,0,2.0,155.0,185.0,385.925,1.7980429410101146,393.8188155821314,708.1031413944155,Medium,-284.68999999999994
15239,10.0,2.0,764.34,5,2,3,523,10,New Customers,3,3,1.0,68.0,79.0,318.8,1.889007214688581,333.9673694603742,630.8667703812138,Medium,-445.54
15240,45.0,12.0,4315.0,4,5,5,455,14,Champions,1,1,11.0,690.0,735.0,355.4736363636364,2.573942077130059,356.8740690627086,918.5731825971243,High,-404.78999999999996
15241,67.0,11.0,3032.31,3,5,5,355,13,Loyal Customers,1,1,10.0,588.0,655.0,275.452,2.5932663710255146,276.90960596776193,718.1003689701232,Medium,-277.78999999999996
15242,422.0,1.0,302.04,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,423.0,0.0,0.24364794153851851,470.98914615257866,114.75553594706024,Low,-302.04
15243,74.0,2.0,927.2800000000001,3,2,3,323,8,Potential Loyalists,3,3,1.0,361.0,436.0,316.68,0.5485508744703018,331.8251690802,182.02298667019946,Low,-610.6000000000001
15244,65.0,3.0,850.1800000000001,3,3,3,333,9,Loyal Customers,3,0,2.0,601.0,667.0,315.78499999999997,0.6240207249302503,323.31347971649274,201.75431199240757,Low,-218.61000000000013
15245,134.0,8.0,4610.84,3,4,5,345,12,Loyal Customers,1,1,7.0,461.0,596.0,585.5114285714286,1.953757230950896,588.0543661242912,1148.9154700075794,High,-512.2600000000002
15246,238.0,3.0,780.4,2,3,3,233,8,At Risk,0,0,2.0,317.0,556.0,257.07500000000005,0.6819560895000123,264.2976789085139,180.23941157238002,Low,-266.2499999999999
15247,122.0,3.0,967.11,3,3,3,333,9,Loyal Customers,0,0,2.0,415.0,538.0,332.25,0.7430249184495116,339.8642404097882,252.52759951438807,Low,-302.61
15248,411.0,3.0,1865.03,1,3,4,134,8,At Risk,0,0,2.0,123.0,535.0,335.51,0.4514011716444526,343.14122066245403,154.8943490465394,Low,-1194.01
15249,32.0,18.0,9147.15,4,5,5,455,14,Champions,1,1,16.0,592.0,624.0,530.3175,4.277548993027747,531.3933352855054,2273.061026252169,High,-662.0699999999997
15250,641.0,1.0,60.0,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,641.0,0.0,0.16905300937395157,470.98914615257866,79.62213253956132,Low,-60.0
15251,9.0,21.0,20095.6,5,5,5,555,15,Champions,2,-1,18.0,670.0,680.0,1080.8144444444445,4.454879900096696,1082.0878003374526,4820.571191863164,High,-640.9399999999987
15252,36.0,5.0,2053.06,4,4,4,444,12,Champions,3,1,4.0,575.0,612.0,376.34250000000003,1.20345385801131,380.2542642303033,457.6184613132106,Medium,-547.6899999999998
15253,16.0,8.0,2033.29,5,4,4,544,13,Champions,1,1,5.0,570.0,587.0,328.726,1.5265176726057192,331.75488814680625,506.42969972943337,Medium,-389.65999999999985
15254,127.0,3.0,1073.4,3,3,3,333,9,Loyal Customers,0,0,2.0,433.0,561.0,319.005,0.7158834909924859,326.5502516225001,233.7719341159901,Low,-435.3900000000001
15255,67.0,9.0,3670.77,3,5,5,355,13,Loyal Customers,1,1,7.0,670.0,737.0,495.56857142857143,1.6754421767627807,497.97815303091363,834.3336006944231,Medium,-201.78999999999996
15256,149.0,2.0,170.4,3,2,1,321,6,Potential Loyalists,0,3,1.0,413.0,562.0,98.45,0.43278359513583453,111.30989126632815,48.173094916420325,Low,-71.95
15257,283.0,2.0,600.9,2,2,3,223,7,Hibernating/Lost,0,3,1.0,131.0,415.0,317.15,0.48477479233679893,332.3000908625971,161.0907075414149,Low,-283.75
15258,169.0,2.0,623.16,3,2,3,323,8,Potential Loyalists,0,3,1.0,49.0,218.0,307.5,0.8118884085225289,322.54903724529487,261.87382451955636,Low,-315.65999999999997
15259,513.0,4.0,1182.3799999999999,1,3,3,133,7,At Risk,0,1,2.0,170.0,683.0,439.91499999999996,0.3641535834551043,448.0900314844101,163.17359067555844,Low,-302.54999999999995
15260,100.0,25.0,9098.38,3,5,5,355,13,Loyal Customers,1,-1,19.0,633.0,734.0,470.2463157894737,4.167942547139761,471.1194065540787,1963.5986193599795,High,-163.6999999999989
15261,135.0,4.0,1508.0,3,3,4,334,10,Loyal Customers,0,1,3.0,299.0,435.0,213.22333333333336,1.2154095581313384,217.87809842908464,264.81112333819004,Low,-868.3299999999999
15262,324.0,3.0,418.82,2,3,2,232,7,At Risk,0,0,2.0,165.0,489.0,145.875,0.6330257601322261,152.5184751979491,96.54812369638981,Low,-127.07
15263,107.0,1.0,156.51,3,1,1,311,5,Potential Loyalists,0,2,0.0,0.0,107.0,0.0,0.6791658584450884,470.98914615257866,319.8797477650353,Medium,-156.51
15264,64.0,2.0,844.2,3,2,3,323,8,Potential Loyalists,3,3,1.0,466.0,531.0,393.74,0.46449816896859003,409.6921319557761,190.30124513429598,Low,-450.46000000000004
15265,151.0,4.0,3345.64,3,3,5,335,11,Loyal Customers,0,1,3.0,587.0,739.0,1017.1666666666666,0.7765297616028186,1024.6082416930187,795.638793658163,Medium,-294.1399999999999
15266,338.0,5.0,841.7,2,4,3,243,9,Can't Lose Them,0,1,4.0,363.0,702.0,160.0525,0.854635593921725,163.40243618323277,139.6495380957139,Low,-201.49
15267,22.0,5.0,1717.36,4,4,4,444,12,Champions,3,1,4.0,160.0,183.0,170.4,3.233002469204369,173.77681452119134,561.8208704374813,Medium,-1035.7599999999998
15268,479.0,3.0,941.2500000000001,1,3,3,133,7,At Risk,0,0,1.0,127.0,606.0,414.30000000000007,0.29589029305513104,430.4674337559558,127.37113512473998,Low,-526.95
15269,24.0,3.0,1225.3600000000001,4,3,4,434,11,Loyal Customers,3,0,2.0,367.0,391.0,372.03,1.0017906866846815,379.8514411616431,380.53163607948835,Medium,-481.3000000000002
15270,16.0,21.0,7193.99,5,5,5,555,15,Champions,1,1,13.0,707.0,723.0,616.1276923076923,3.0779652395955144,617.5204561832787,1900.7064988712968,High,815.6700000000001
15271,7.0,24.0,4639.29,5,5,5,555,15,Champions,1,1,23.0,484.0,492.0,178.09391304347827,7.543946448471271,178.68339594449426,1347.9779702362534,High,-543.1300000000001
15272,57.0,6.0,2085.48,4,4,4,444,12,Champions,3,1,5.0,606.0,664.0,324.182,1.3579427742224892,327.2014503695853,444.3208452444968,Medium,-464.56999999999994
15273,600.0,1.0,228.96,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,600.0,0.0,0.1793786941094612,470.98914615257866,84.48541797657973,Low,-228.96
15274,4.0,2.0,716.57,5,2,3,523,10,New Customers,3,3,1.0,14.0,19.0,332.58000000000004,3.202933387808409,347.8916719315063,1114.2738513699112,High,-383.99
15275,38.0,1.0,609.19,4,1,3,413,8,New Customers,3,2,0.0,0.0,38.0,0.0,1.1197433701259325,470.98914615257866,527.3869738056238,Medium,-609.19
15276,66.0,4.0,631.03,3,3,3,333,9,Loyal Customers,3,1,2.0,368.0,435.0,124.015,0.9052460453836316,130.54461374909167,118.1749953424989,Low,-383.0
15277,47.0,2.0,476.34,4,2,2,422,8,New Customers,3,3,1.0,379.0,426.0,255.89999999999998,0.5637228404749004,270.4086883693576,152.43555389666642,Low,-220.44
15278,562.0,4.0,496.15999999999997,1,3,2,132,6,At Risk,0,1,1.0,104.0,666.0,238.44,0.23773846062113346,252.765849389244,60.092163931392136,Low,-257.71999999999997
15279,355.0,5.0,1541.74,2,4,4,244,10,Can't Lose Them,0,1,4.0,321.0,676.0,307.10249999999996,0.8177540168269558,310.83440860138296,254.18608620181217,Low,-313.33000000000015
15280,172.0,3.0,406.21999999999997,3,3,2,332,8,Loyal Customers,0,0,2.0,399.0,572.0,132.31,0.6928070452039264,138.88281963739325,96.21899590257227,Low,-141.59999999999997
15281,59.0,16.0,8317.62,4,5,5,455,14,Champions,1,1,14.0,369.0,428.0,341.1392857142857,5.123860149579846,342.22878467343236,1753.532431827342,High,-3541.670000000001
15282,570.0,1.0,348.59,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,571.0,0.0,0.18747901807135953,470.98914615257866,88.30058264295349,Low,-348.59
15283,390.0,3.0,135.43,2,3,1,231,6,At Risk,0,0,2.0,128.0,519.0,24.375,0.4918538690409009,30.385622222826626,14.945285853512456,Low,-86.68
15284,500.0,1.0,24.75,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,501.0,0.0,0.21041849481150834,470.98914615257866,99.10482720598311,Low,-24.75
15285,408.0,1.0,94.92,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,408.0,0.0,0.2512810869167688,470.98914615257866,118.35066457122085,Low,-94.92
15286,50.0,1.0,240.55,4,1,1,411,6,New Customers,3,2,0.0,0.0,50.0,0.0,1.005855476197769,470.98914615257866,473.7470118872826,Medium,-240.55
15287,22.0,5.0,854.58,4,4,3,443,11,Champions,3,1,4.0,715.0,738.0,199.4575,1.01857672145655,202.90979336199652,206.67919207408843,Low,-56.75
15288,43.0,10.0,3883.13,4,5,5,455,14,Champions,1,1,8.0,622.0,666.0,443.57875,2.086202905334108,445.6193072474661,929.6522934526363,High,-334.5
15289,29.0,5.0,1570.71,4,4,4,444,12,Champions,3,1,4.0,592.0,622.0,288.3675,1.1874798406558351,292.050743159329,346.8043699502582,Medium,-417.24
15290,5.0,26.0,10355.58,5,5,5,555,15,Champions,1,10,22.0,649.0,654.0,462.46181818181816,5.611307537904004,463.212126299347,2599.2256959520673,High,-181.42000000000007
15291,26.0,40.0,13451.24,4,5,5,455,14,Champions,1,-1,37.0,711.0,737.0,360.9508108108108,8.340244870951585,361.36841449137796,3013.9010654856215,High,-96.05999999999949
15292,201.0,1.0,180.94,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,202.0,0.0,0.44139879550640154,470.98914615257866,207.89404180833674,Low,-180.94
15293,666.0,1.0,247.5,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,666.0,0.0,0.16332092013599586,470.98914615257866,76.92238072370618,Low,-247.5
15294,411.0,1.0,222.3,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,411.0,0.0,0.24971637656544896,470.98914615257866,117.6137029788766,Low,-222.3
15295,654.0,1.0,217.23999999999998,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,655.0,0.0,0.16579438647773653,470.98914615257866,78.08735652403976,Low,-217.23999999999998
15296,51.0,12.0,10223.93,4,5,5,455,14,Champions,1,-1,8.0,637.0,688.0,1139.8125,2.0233940247369078,1142.7561416940337,2312.245948835111,High,-1105.4300000000003
15297,10.0,3.0,635.04,5,3,3,533,11,Loyal Customers,3,0,2.0,53.0,64.0,205.74,3.456463440482877,212.69529201569156,735.1735008150675,Medium,-223.55999999999995
15298,2.0,23.0,8356.03,5,5,5,555,15,Champions,1,4,20.0,729.0,732.0,408.296,4.61830469700172,409.0932963005044,1889.3174918165357,High,-190.11000000000058
15299,67.0,10.0,7243.62,3,5,5,355,13,Loyal Customers,1,1,5.0,629.0,697.0,1332.0040000000001,1.297719137511752,1337.1166720937017,1735.2018944620227,High,-583.5999999999995
15300,64.0,1.0,496.44,3,1,2,312,6,Potential Loyalists,3,2,0.0,0.0,65.0,0.0,0.8926079489280784,470.98914615257866,420.4086557146402,Medium,-496.44
15301,51.0,17.0,7561.21,4,5,5,455,14,Champions,1,1,13.0,400.0,451.0,544.66,4.611638869320778,545.9957457316914,2517.9352035000525,High,-480.6300000000001
15302,730.0,1.0,291.05,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,731.0,0.0,0.15009037186887023,470.98914615257866,70.6909360922422,Low,-291.05
15303,290.0,3.0,1178.78,2,3,3,233,8,At Risk,0,0,2.0,393.0,684.0,460.99,0.5652636497609488,469.27480413009494,265.2639885234318,Low,-256.79999999999995
15304,61.0,9.0,905.45,3,5,3,353,11,Loyal Customers,3,1,8.0,361.0,422.0,102.19375000000001,3.080027301652422,103.79149693585538,319.68064424180824,Medium,-87.89999999999998
15305,555.0,1.0,93.6,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,556.0,0.0,0.19196306717883657,470.98914615257866,90.41252110339033,Low,-93.6
15306,64.0,9.0,3480.98,3,5,5,355,13,Loyal Customers,1,1,8.0,595.0,660.0,387.15250000000003,2.0930541449287783,389.1198667870021,814.4489500526688,Medium,-383.75999999999976
15307,96.0,1.0,205.3,3,1,1,311,5,Potential Loyalists,0,2,0.0,0.0,96.0,0.0,0.7244767043350695,470.98914615257866,341.22066438220855,Medium,-205.3
15308,274.0,1.0,302.27,2,1,2,212,5,Hibernating/Lost,0,2,0.0,0.0,275.0,0.0,0.34800986137346357,470.98914615257866,163.90886746096487,Low,-302.27
15309,611.0,4.0,715.53,1,3,3,133,7,At Risk,0,1,2.0,125.0,736.0,253.605,0.22959781144136945,260.809604835891,59.881314473208974,Low,-208.32
15310,479.0,1.0,1634.64,1,1,4,114,6,Hibernating/Lost,0,2,0.0,0.0,479.0,0.0,0.2188353181305998,470.98914615257866,103.06905963435912,Low,-1634.64
15311,1.0,208.0,113513.07,5,5,5,555,15,Champions,2,-1,194.0,738.0,739.0,594.8878350515464,43.27657931432783,594.979960490999,25748.69745062436,High,1895.1699999999983
15312,75.0,12.0,2916.4900000000002,3,5,5,355,13,Loyal Customers,1,1,11.0,648.0,724.0,237.14,2.587366363336612,238.42884271986787,616.9027677026617,Medium,-307.9500000000003
15313,110.0,1.0,52.0,3,1,1,311,5,Potential Loyalists,0,2,0.0,0.0,111.0,0.0,0.6640709759190613,470.98914615257866,312.7702219328283,Medium,-52.0
15314,199.0,3.0,800.65,2,3,3,233,8,At Risk,0,0,1.0,229.0,429.0,327.97,0.5242549872820876,343.2333965765049,179.94181995700333,Low,-472.67999999999995
15315,64.0,2.0,551.54,3,2,2,322,7,Potential Loyalists,3,3,1.0,52.0,117.0,336.96,1.4234510329061516,352.3175387546963,501.5067644513255,Medium,-214.57999999999998
15316,327.0,1.0,165.0,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,327.0,0.0,0.3024689899456926,470.98914615257866,142.45961131215466,Low,-165.0
15317,677.0,1.0,112.05000000000001,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,678.0,0.0,0.16070547766021034,470.98914615257866,75.69053570522478,Low,-112.05000000000001
15318,4.0,1.0,312.62,5,1,2,512,8,New Customers,3,2,0.0,0.0,4.0,0.0,1.652714350685279,470.98914615257866,778.410520863373,Medium,-312.62
15319,284.0,1.0,204.5,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,284.0,0.0,0.33916901304860636,470.98914615257866,159.7449238571759,Low,-204.5
15320,44.0,1.0,267.13,4,1,1,411,6,New Customers,3,2,0.0,0.0,45.0,0.0,1.0503408506142657,470.98914615257866,494.6991403999862,Medium,-267.13
15321,71.0,12.0,6560.650000000001,3,5,5,355,13,Loyal Customers,1,1,6.0,604.0,675.0,1049.6783333333333,1.572974713725428,1053.4489352310522,1657.0485373194213,High,-262.58000000000084
15322,86.0,2.0,1314.15,3,2,4,324,9,Potential Loyalists,3,3,1.0,391.0,477.0,679.68,0.5067805982914797,698.626460591154,354.0503356806439,Medium,-634.4700000000001
15323,563.0,3.0,320.9,1,3,2,132,6,At Risk,0,0,2.0,99.0,662.0,163.2,0.23201425529772468,169.93371534440175,39.4270444156069,Low,5.5
15324,701.0,1.0,140.22000000000003,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,702.0,0.0,0.15571826662618513,470.98914615257866,73.34161343862652,Low,-140.22000000000003
15325,104.0,8.0,1596.81,3,4,4,344,11,Loyal Customers,3,1,6.0,558.0,662.0,231.085,1.5851305489091672,233.43926018501085,370.03170263401614,Medium,-210.29999999999995
15326,334.0,5.0,1529.82,2,4,4,244,10,Can't Lose Them,0,1,4.0,405.0,739.0,348.18,0.8512802231868539,352.0186102131244,299.66648106815467,Medium,-137.0999999999999
15327,53.0,1.0,208.75,4,1,1,411,6,New Customers,3,2,0.0,0.0,53.0,0.0,0.9809434483406048,470.98914615257866,462.0137171579076,Medium,-208.75
15328,408.0,1.0,107.24,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,408.0,0.0,0.2512810869167688,470.98914615257866,118.35066457122085,Low,-107.24
15329,39.0,11.0,2742.98,4,5,4,454,13,Champions,1,1,9.0,686.0,726.0,294.5188888888889,2.1561939403630506,296.1606183029974,638.5797305590974,Medium,-92.30999999999995
15330,32.0,2.0,714.96,4,2,3,423,9,New Customers,3,3,1.0,28.0,61.0,394.56,2.0893140375209733,410.5207188952774,857.7067006811046,High,-320.40000000000003
15331,500.0,3.0,755.41,1,3,3,133,7,At Risk,0,0,1.0,110.0,610.0,402.32,0.2774925650130586,418.36198066421684,116.09233911845715,Low,-353.09
15332,366.0,6.0,6553.74,2,4,5,245,11,Can't Lose Them,0,-1,3.0,147.0,514.0,1615.8366666666668,0.5816729848285164,1625.353486840255,945.4242140918079,High,-1706.2299999999996
15333,208.0,1.0,1028.56,2,1,3,213,6,Hibernating/Lost,0,2,0.0,0.0,209.0,0.0,0.43031809564522433,470.98914615257866,202.6751524419479,Low,-1028.56
15334,157.0,3.0,351.67,3,3,2,332,8,Loyal Customers,0,0,2.0,17.0,174.0,118.58500000000001,1.2293013051641488,125.08633069020348,153.76878957566146,Low,-114.5
15335,54.0,1.0,173.97,4,1,1,411,6,New Customers,3,2,0.0,0.0,54.0,0.0,0.9729137947226096,470.98914615257866,458.2318374564671,Medium,-173.97
15336,402.0,1.0,240.5,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,402.0,0.0,0.2544701740471112,470.98914615257866,119.85268999574699,Low,-240.5
15337,411.0,1.0,344.72,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,412.0,0.0,0.24919913437712668,470.98914615257866,117.3700875222446,Low,-344.72
15338,677.0,1.0,283.43,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,678.0,0.0,0.16070547766021034,470.98914615257866,75.69053570522478,Low,-283.43
15339,66.0,7.0,1634.09,3,4,4,344,11,Loyal Customers,3,1,5.0,603.0,670.0,338.48799999999994,1.3446721818626495,341.53716358281656,459.2555229420866,Medium,58.34999999999968
15340,562.0,1.0,105.5,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,562.0,0.0,0.1901439270762651,470.98914615257866,89.55572585974828,Low,-105.5
15341,81.0,2.0,2401.02,3,2,4,324,9,Potential Loyalists,3,3,1.0,369.0,450.0,2020.52,0.5331892117775572,2053.507572738668,1094.908084087775,High,-380.5
15342,130.0,1.0,391.76,3,1,2,312,6,Potential Loyalists,0,2,0.0,0.0,130.0,0.0,0.6006990184031485,470.98914615257866,282.9227177723911,Medium,-391.76
15343,87.0,1.0,364.5,3,1,2,312,6,Potential Loyalists,0,2,0.0,0.0,88.0,0.0,0.7614498189468767,470.98914615257866,358.6346000638251,Medium,-364.5
15344,1.0,3.0,476.58,5,3,2,532,10,Loyal Customers,3,8,2.0,74.0,75.0,127.625,3.216783435092268,134.17341703501918,431.60682534797644,Medium,-221.32999999999998
15345,46.0,1.0,367.69,4,1,2,412,7,New Customers,3,2,0.0,0.0,46.0,0.0,1.04112876043265,470.98914615257866,490.3603459110665,Medium,-367.69
15346,333.0,3.0,591.65,2,3,2,232,7,At Risk,0,0,2.0,99.0,432.0,166.82,0.5757577254293011,173.57257071699388,99.93574851293292,Low,-258.01
15347,366.0,4.0,1333.9,2,3,4,234,9,At Risk,0,1,2.0,71.0,438.0,396.45000000000005,0.4439275427216922,404.3986367966431,179.52369311313586,Low,-541.0
15348,72.0,1.0,158.04,3,1,1,311,5,Potential Loyalists,3,2,0.0,0.0,73.0,0.0,0.842115185657118,470.98914615257866,396.62711225476625,Medium,-158.04
15349,158.0,2.0,473.81,3,2,2,322,7,Potential Loyalists,0,3,1.0,29.0,188.0,107.7,0.8779687009876422,120.65675613265411,105.93285544716906,Low,-366.11
15350,373.0,2.0,663.25,2,2,3,223,7,Hibernating/Lost,0,3,1.0,10.0,384.0,231.3,0.2943946247840981,245.5510801843178,72.28891811619224,Low,-431.95
15351,12.0,10.0,3615.18,5,5,5,555,15,Champions,1,1,9.0,420.0,433.0,339.8333333333333,3.422522143446988,341.52730174582007,1168.8847528167703,High,-556.6799999999998
15352,549.0,1.0,114.95,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,549.0,0.0,0.19412993256033761,470.98914615257866,91.4330911792511,Low,-114.95
15353,255.0,7.0,3154.05,2,4,5,245,11,Can't Lose Them,0,1,6.0,483.0,738.0,481.7266666666667,1.285308097566366,484.51459059286276,622.7505266780591,Medium,-263.69000000000005
15354,603.0,3.0,-94.8,1,3,1,131,5,At Risk,0,0,,,,,,,0.0,Low,
15355,29.0,2.0,277.05,4,2,2,422,8,New Customers,3,3,1.0,24.0,54.0,150.8,2.2137583529229943,164.20809405034592,363.5170398215179,Medium,-126.25
15356,31.0,13.0,3464.95,4,5,5,455,14,Champions,1,1,12.0,391.0,423.0,271.9325,4.5576772172852,273.1439195447836,1244.9018191492419,High,-201.75999999999976
15358,5.0,42.0,16837.35,5,5,5,555,15,Champions,2,-1,29.0,728.0,733.0,572.5520689655172,6.627282525008023,573.1605590717254,3798.4969571598745,High,-233.34000000000015
15359,663.0,8.0,162.6,1,4,1,141,6,Can't Lose Them,0,-1,3.0,31.0,694.0,51.833333333333336,0.017734271673180584,55.92865196556973,0.9918539082721788,Low,-7.099999999999994
15360,40.0,1.0,427.93,4,1,2,412,7,New Customers,3,2,0.0,0.0,40.0,0.0,1.0989862711322556,470.98914615257866,517.6106054739873,Medium,-427.93
15361,362.0,4.0,689.07,2,3,3,233,8,At Risk,0,1,3.0,182.0,544.0,205.89000000000001,0.6528753620653482,210.51934463971864,137.44289335341614,Low,-71.39999999999998
15362,449.0,2.0,613.08,1,2,3,123,6,Hibernating/Lost,0,3,1.0,290.0,739.0,302.33,0.2987826356816387,317.32489763892676,94.81116928396474,Low,-310.75000000000006
15363,373.0,2.0,996.16,2,2,3,223,7,Hibernating/Lost,0,3,1.0,120.0,493.0,652.0,0.38307874486716453,670.656599023597,256.91428819084075,Low,-344.15999999999997
15364,96.0,2.0,913.19,3,2,3,323,8,Potential Loyalists,0,3,1.0,159.0,255.0,581.39,0.8302087473460483,599.307179757513,497.55006298197793,Medium,-331.80000000000007
15365,26.0,13.0,3573.26,4,5,5,455,14,Champions,1,1,5.0,648.0,674.0,649.6279999999999,1.3468151221218247,653.3233937774754,879.9058263754556,High,-325.1200000000008
15366,75.0,7.0,2389.08,3,4,4,344,11,Loyal Customers,3,1,6.0,576.0,652.0,345.41499999999996,1.6201677837067574,347.9670755609979,563.7650456145838,Medium,-316.59000000000015
15367,57.0,11.0,5005.7300000000005,4,5,5,455,14,Champions,1,1,8.0,672.0,730.0,536.96375,1.9155903601134865,539.1254368839463,1032.7434897868595,High,-710.0200000000004
15368,21.0,2.0,722.74,4,2,3,423,9,New Customers,3,3,1.0,373.0,395.0,446.94000000000005,0.6046834731715844,463.4492358356184,280.2400935637985,Low,-275.79999999999995
15369,492.0,11.0,1713.39,1,5,4,154,10,Can't Lose Them,0,1,7.0,239.0,732.0,848.3285714285714,0.09460661358470707,851.2611811689995,80.53493762651685,Low,4224.91
15370,41.0,8.0,3713.51,4,4,5,445,13,Champions,1,1,7.0,370.0,411.0,340.86428571428576,2.810039086555582,343.0444912691422,963.9684288938647,High,-1327.46
15371,662.0,1.0,59.400000000000006,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,663.0,0.0,0.16398814708697973,470.98914615257866,77.23663737564006,Low,-59.400000000000006
15372,137.0,8.0,5954.42,3,4,5,345,12,Loyal Customers,1,1,5.0,526.0,664.0,1116.964,1.3263634025838071,1121.6300392562025,1487.689035308066,High,-369.60000000000036
15373,8.0,17.0,3218.59,5,5,5,555,15,Champions,1,1,14.0,578.0,587.0,221.39928571428572,3.9911727188707307,222.40008272927534,887.6371428636772,High,-119.0
15374,129.0,2.0,307.32,3,2,2,322,7,Potential Loyalists,0,3,1.0,496.0,625.0,168.0,0.3971642315548587,181.588210342325,72.12034202003156,Low,-139.32
15375,690.0,1.0,60.959999999999994,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,691.0,0.0,0.15796506575815872,470.98914615257866,74.39983144337111,Low,-60.959999999999994
15376,40.0,3.0,1233.3600000000001,4,3,4,434,11,Loyal Customers,3,0,2.0,182.0,223.0,289.595,1.559114353397712,296.9870647418553,463.0367954124822,Medium,-654.1700000000001
15377,383.0,4.0,1179.95,2,3,3,233,8,At Risk,0,1,2.0,33.0,416.0,453.7250000000001,0.28874852855708383,461.9719631682492,133.3937245994593,Low,-272.4999999999999
15378,463.0,2.0,246.5,1,2,1,121,4,Hibernating/Lost,0,3,1.0,39.0,502.0,136.5,0.2548187447573316,149.75834620294467,38.16123379636825,Low,-110.0
15379,169.0,8.0,4806.4400000000005,3,4,5,345,12,Loyal Customers,1,1,7.0,231.0,401.0,529.0414285714286,2.1835475734807295,531.5006395142511,1160.556931714799,High,-1103.1500000000005
15380,9.0,11.0,3422.2000000000003,5,5,5,555,15,Champions,1,1,10.0,730.0,739.0,321.564,2.3530363764100994,323.06944303945954,760.1941515783989,Medium,-206.55999999999995
15381,214.0,5.0,1887.62,2,4,4,244,10,Can't Lose Them,0,1,4.0,370.0,584.0,385.2675,1.1508017118431848,389.20244752735863,447.8948428680416,Medium,-346.54999999999995
15382,15.0,12.0,13646.5,5,5,5,555,15,Champions,1,-1,9.0,721.0,736.0,1356.7055555555555,2.1372158663930465,1359.5717856391009,2905.6983917682123,High,-1436.1499999999996
15384,170.0,4.0,2014.49,3,3,4,334,10,Loyal Customers,0,1,3.0,423.0,593.0,583.7633333333333,0.9300959820081729,589.7025478534033,548.4799703384327,Medium,-263.20000000000005
15385,40.0,3.0,942.08,4,3,3,433,10,Loyal Customers,3,0,2.0,637.0,678.0,317.14,0.6173210597822536,324.67553745954865,200.42904686990136,Low,-307.80000000000007
15386,186.0,1.0,394.14,3,1,2,312,6,Potential Loyalists,0,2,0.0,0.0,187.0,0.0,0.46718489057148954,470.98914615257866,220.03901270565174,Low,-394.14
15387,492.0,1.0,468.65,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,493.0,0.0,0.21340309365648688,470.98914615257866,100.51054086758754,Low,-468.65
15388,270.0,1.0,140.54,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,271.0,0.0,0.35208918762020525,470.98914615257866,165.83018584679553,Low,-140.54
