Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_sum,Segment,KMeans_Cluster,DBSCAN_Cluster
15099,84.0,1.0,410.48,3,1,2,312,6,Potential Loyalists,0,2
15100,334.0,7.0,2319.5,2,4,4,244,10,Can't Lose Them,0,1
15101,9.0,6.0,1303.49,5,4,4,544,13,Champions,3,1
15102,531.0,2.0,554.67,1,2,2,122,5,Hibernating/Lost,0,3
15103,31.0,2.0,703.36,4,2,3,423,9,New Customers,3,3
15104,197.0,2.0,1002.54,2,2,3,223,7,Hibernating/Lost,0,3
15105,18.0,9.0,3094.91,5,5,5,555,15,Champions,1,1
15106,18.0,5.0,1407.73,5,4,4,544,13,Champions,3,1
15107,311.0,9.0,856.26,2,5,3,253,10,Can't Lose Them,0,1
15108,142.0,4.0,1291.75,3,3,4,334,10,Loyal Customers,0,1
15109,246.0,3.0,961.9,2,3,3,233,8,At Risk,0,0
15110,24.0,6.0,1480.0,4,4,4,444,12,Champions,3,1
15111,29.0,5.0,2730.87,4,4,4,444,12,Champions,3,1
15112,611.0,1.0,209.4,1,1,1,111,3,Hibernating/Lost,0,2
15113,10.0,3.0,3439.41,5,3,5,535,13,Loyal Customers,3,-1
15114,30.0,12.0,3400.12,4,5,5,455,14,Champions,1,1
15115,18.0,2.0,528.1,5,2,2,522,9,New Customers,3,3
15116,18.0,4.0,1352.75,5,3,4,534,12,Loyal Customers,3,1
15117,15.0,8.0,2484.32,5,4,4,544,13,Champions,1,1
15118,134.0,1.0,244.8,3,1,1,311,5,Potential Loyalists,0,2
15119,246.0,1.0,266.4,2,1,1,211,4,Hibernating/Lost,0,2
15120,134.0,1.0,343.82,3,1,2,312,6,Potential Loyalists,0,2
15121,50.0,2.0,457.72,4,2,2,422,8,New Customers,3,3
15122,114.0,11.0,4461.42,3,5,5,355,13,Loyal Customers,1,1
15123,7.0,5.0,4656.17,5,4,5,545,14,Champions,1,-1
15124,23.0,4.0,450.82,4,3,2,432,9,Loyal Customers,3,1
15125,25.0,24.0,16124.33,4,5,5,455,14,Champions,1,-1
15126,537.0,2.0,449.49,1,2,2,122,5,Hibernating/Lost,0,3
15127,66.0,2.0,711.5,3,2,3,323,8,Potential Loyalists,3,3
15128,60.0,5.0,1732.22,3,4,4,344,11,Loyal Customers,3,1
15129,50.0,23.0,6860.18,4,5,5,455,14,Champions,1,1
15130,170.0,1.0,330.11,3,1,2,312,6,Potential Loyalists,0,2
15131,395.0,1.0,80.28,2,1,1,211,4,Hibernating/Lost,0,2
15132,18.0,5.0,977.9300000000001,5,4,3,543,12,Champions,3,1
15133,128.0,5.0,1806.9,3,4,4,344,11,Loyal Customers,3,1
15134,15.0,10.0,1596.29,5,5,4,554,14,Champions,1,1
15135,239.0,2.0,293.78,2,2,2,222,6,Hibernating/Lost,0,3
15136,3.0,4.0,1282.45,5,3,4,534,12,Loyal Customers,3,1
15137,521.0,2.0,747.55,1,2,3,123,6,Hibernating/Lost,0,3
15138,394.0,1.0,486.59000000000003,2,1,2,212,5,Hibernating/Lost,0,2
15139,240.0,2.0,178.96,2,2,1,221,5,Hibernating/Lost,0,3
15140,52.0,8.0,3239.44,4,4,5,445,13,Champions,1,1
15141,458.0,7.0,1378.31,1,4,4,144,9,Can't Lose Them,0,1
15142,46.0,6.0,2608.97,4,4,4,444,12,Champions,3,1
15143,226.0,2.0,563.63,2,2,2,222,6,Hibernating/Lost,0,3
15144,8.0,29.0,12006.51,5,5,5,555,15,Champions,1,6
15145,4.0,4.0,1194.73,5,3,3,533,11,Loyal Customers,3,1
15146,165.0,2.0,1313.66,3,2,4,324,9,Potential Loyalists,0,3
15147,240.0,1.0,608.65,2,1,3,213,6,Hibernating/Lost,0,2
15148,11.0,1.0,301.29,5,1,2,512,8,New Customers,3,2
15149,134.0,5.0,1554.6100000000001,3,4,4,344,11,Loyal Customers,3,1
15150,17.0,13.0,8990.58,5,5,5,555,15,Champions,1,1
15151,423.0,2.0,2085.61,1,2,4,124,7,Hibernating/Lost,0,3
15152,10.0,14.0,5197.97,5,5,5,555,15,Champions,1,1
15153,31.0,1.0,329.25,4,1,2,412,7,New Customers,3,2
15154,75.0,3.0,1332.26,3,3,4,334,10,Loyal Customers,3,0
15155,383.0,1.0,383.96999999999997,2,1,2,212,5,Hibernating/Lost,0,2
15156,1.0,3.0,961.49,5,3,3,533,11,Loyal Customers,3,8
15157,4.0,5.0,2587.54,5,4,4,544,13,Champions,3,1
15158,45.0,2.0,437.66,4,2,2,422,8,New Customers,3,3
15159,2.0,34.0,22049.4,5,5,5,555,15,Champions,2,-1
15160,357.0,4.0,589.27,2,3,2,232,7,At Risk,0,1
15161,388.0,1.0,119.92,2,1,1,211,4,Hibernating/Lost,0,2
15162,731.0,1.0,241.5,1,1,1,111,3,Hibernating/Lost,0,2
15163,18.0,2.0,304.47,5,2,2,522,9,New Customers,3,3
15164,69.0,9.0,2052.02,3,5,4,354,12,Loyal Customers,1,1
15165,373.0,1.0,975.5,2,1,3,213,6,Hibernating/Lost,0,2
15166,468.0,1.0,167.16,1,1,1,111,3,Hibernating/Lost,0,2
15167,321.0,5.0,1659.67,2,4,4,244,10,Can't Lose Them,0,1
15168,26.0,1.0,106.56,4,1,1,411,6,New Customers,3,2
15169,382.0,2.0,569.22,2,2,2,222,6,Hibernating/Lost,0,3
15170,407.0,1.0,81.15,2,1,1,211,4,Hibernating/Lost,0,2
15171,331.0,1.0,1034.5,2,1,3,213,6,Hibernating/Lost,0,2
15172,9.0,5.0,1624.05,5,4,4,544,13,Champions,3,1
15173,381.0,7.0,1399.26,2,4,4,244,10,Can't Lose Them,0,1
15174,323.0,2.0,481.46,2,2,2,222,6,Hibernating/Lost,0,3
15175,72.0,1.0,224.14,3,1,1,311,5,Potential Loyalists,3,2
15176,668.0,1.0,985.09,1,1,3,113,5,Hibernating/Lost,0,2
15177,426.0,1.0,948.93,1,1,3,113,5,Hibernating/Lost,0,2
15178,260.0,1.0,40.5,2,1,1,211,4,Hibernating/Lost,0,2
15179,18.0,13.0,7426.82,5,5,5,555,15,Champions,1,1
15180,367.0,3.0,904.4300000000001,2,3,3,233,8,At Risk,0,0
15181,66.0,5.0,948.4499999999999,3,4,3,343,10,Loyal Customers,3,1
15182,154.0,11.0,2942.752,3,5,5,355,13,Loyal Customers,1,1
15183,548.0,3.0,637.03,1,3,3,133,7,At Risk,0,0
15184,29.0,4.0,689.95,4,3,3,433,10,Loyal Customers,3,1
15185,70.0,1.0,310.62,3,1,2,312,6,Potential Loyalists,3,2
15186,14.0,5.0,1403.2,5,4,4,544,13,Champions,3,1
15187,2.0,16.0,4670.08,5,5,5,555,15,Champions,1,1
15188,725.0,1.0,310.43,1,1,2,112,4,Hibernating/Lost,0,2
15189,1.0,46.0,17101.13,5,5,5,555,15,Champions,2,-1
15190,434.0,1.0,834.4399999999999,1,1,3,113,5,Hibernating/Lost,0,2
15191,463.0,3.0,588.05,1,3,2,132,6,At Risk,0,0
15192,120.0,5.0,1981.39,3,4,4,344,11,Loyal Customers,3,1
15193,61.0,1.0,499.32,3,1,2,312,6,Potential Loyalists,3,2
15194,3.0,28.0,12187.68,5,5,5,555,15,Champions,1,-1
15195,3.0,1.0,3861.0,5,1,5,515,11,New Customers,3,-1
15196,433.0,2.0,316.25,1,2,2,122,5,Hibernating/Lost,0,3
15197,11.0,6.0,1427.84,5,4,4,544,13,Champions,3,1
15198,92.0,5.0,559.45,3,4,2,342,9,Loyal Customers,3,1
15199,59.0,10.0,3122.4,4,5,5,455,14,Champions,1,1
15200,495.0,1.0,549.05,1,1,2,112,4,Hibernating/Lost,0,2
15201,87.0,7.0,1525.9,3,4,4,344,11,Loyal Customers,3,1
15202,420.0,3.0,-2570.1800000000003,1,3,1,131,5,At Risk,0,-1
15203,26.0,15.0,4400.18,4,5,5,455,14,Champions,1,1
15204,357.0,1.0,316.58,2,1,2,212,5,Hibernating/Lost,0,2
15205,85.0,2.0,648.8299999999999,3,2,3,323,8,Potential Loyalists,3,3
15206,10.0,4.0,420.29999999999995,5,3,2,532,10,Loyal Customers,3,1
15207,416.0,3.0,653.77,1,3,3,133,7,At Risk,0,0
15208,1.0,6.0,968.02,5,4,3,543,12,Champions,3,7
15209,730.0,1.0,178.98000000000002,1,1,1,111,3,Hibernating/Lost,0,2
15210,225.0,3.0,1176.19,2,3,3,233,8,At Risk,0,0
15211,60.0,2.0,1277.48,3,2,4,324,9,Potential Loyalists,3,3
15212,241.0,2.0,195.42999999999998,2,2,1,221,5,Hibernating/Lost,0,3
15213,319.0,2.0,325.05,2,2,2,222,6,Hibernating/Lost,0,3
15214,2.0,8.0,1661.44,5,4,4,544,13,Champions,1,1
15215,47.0,7.0,1496.46,4,4,4,444,12,Champions,3,1
15216,88.0,2.0,486.09,3,2,2,322,7,Potential Loyalists,3,3
15217,563.0,1.0,426.24,1,1,2,112,4,Hibernating/Lost,0,2
15218,11.0,22.0,11456.0,5,5,5,555,15,Champions,1,-1
15219,176.0,2.0,685.45,3,2,3,323,8,Potential Loyalists,0,3
15220,52.0,6.0,1758.92,4,4,4,444,12,Champions,3,1
15221,366.0,4.0,1816.1000000000001,2,3,4,234,9,At Risk,0,1
15222,319.0,11.0,3415.66,2,5,5,255,12,Can't Lose Them,1,1
15223,226.0,5.0,1117.1,2,4,3,243,9,Can't Lose Them,0,1
15224,358.0,5.0,837.26,2,4,3,243,9,Can't Lose Them,0,1
15225,234.0,1.0,409.40000000000003,2,1,2,212,5,Hibernating/Lost,0,2
15226,311.0,1.0,154.41,2,1,1,211,4,Hibernating/Lost,0,2
15227,37.0,9.0,2488.4900000000002,4,5,4,454,13,Champions,1,1
15228,66.0,6.0,5570.5199999999995,3,4,5,345,12,Loyal Customers,1,1
15229,586.0,1.0,160.5,1,1,1,111,3,Hibernating/Lost,0,2
15230,239.0,2.0,429.6,2,2,2,222,6,Hibernating/Lost,0,3
15231,621.0,1.0,228.35999999999999,1,1,1,111,3,Hibernating/Lost,0,2
15232,113.0,2.0,612.06,3,2,3,323,8,Potential Loyalists,0,3
15233,401.0,1.0,59.400000000000006,2,1,1,211,4,Hibernating/Lost,0,2
15234,277.0,1.0,197.0,2,1,1,211,4,Hibernating/Lost,0,2
15235,218.0,16.0,2937.81,2,5,5,255,12,Can't Lose Them,1,-1
15236,299.0,1.0,321.05,2,1,2,212,5,Hibernating/Lost,0,2
15237,2.0,4.0,1412.32,5,3,4,534,12,Loyal Customers,3,1
15238,29.0,3.0,1056.54,4,3,3,433,10,Loyal Customers,3,0
15239,10.0,2.0,764.34,5,2,3,523,10,New Customers,3,3
15240,45.0,12.0,4315.0,4,5,5,455,14,Champions,1,1
15241,67.0,11.0,3032.31,3,5,5,355,13,Loyal Customers,1,1
15242,422.0,1.0,302.04,1,1,2,112,4,Hibernating/Lost,0,2
15243,74.0,2.0,927.2800000000001,3,2,3,323,8,Potential Loyalists,3,3
15244,65.0,3.0,850.1800000000001,3,3,3,333,9,Loyal Customers,3,0
15245,134.0,8.0,4610.84,3,4,5,345,12,Loyal Customers,1,1
15246,238.0,3.0,780.4,2,3,3,233,8,At Risk,0,0
15247,122.0,3.0,967.11,3,3,3,333,9,Loyal Customers,0,0
15248,411.0,3.0,1865.03,1,3,4,134,8,At Risk,0,0
15249,32.0,18.0,9147.15,4,5,5,455,14,Champions,1,1
15250,641.0,1.0,60.0,1,1,1,111,3,Hibernating/Lost,0,2
15251,9.0,21.0,20095.6,5,5,5,555,15,Champions,2,-1
15252,36.0,5.0,2053.06,4,4,4,444,12,Champions,3,1
15253,16.0,8.0,2033.29,5,4,4,544,13,Champions,1,1
15254,127.0,3.0,1073.4,3,3,3,333,9,Loyal Customers,0,0
15255,67.0,9.0,3670.77,3,5,5,355,13,Loyal Customers,1,1
15256,149.0,2.0,170.4,3,2,1,321,6,Potential Loyalists,0,3
15257,283.0,2.0,600.9,2,2,3,223,7,Hibernating/Lost,0,3
15258,169.0,2.0,623.16,3,2,3,323,8,Potential Loyalists,0,3
15259,513.0,4.0,1182.3799999999999,1,3,3,133,7,At Risk,0,1
15260,100.0,25.0,9098.38,3,5,5,355,13,Loyal Customers,1,-1
15261,135.0,4.0,1508.0,3,3,4,334,10,Loyal Customers,0,1
15262,324.0,3.0,418.82,2,3,2,232,7,At Risk,0,0
15263,107.0,1.0,156.51,3,1,1,311,5,Potential Loyalists,0,2
15264,64.0,2.0,844.2,3,2,3,323,8,Potential Loyalists,3,3
15265,151.0,4.0,3345.64,3,3,5,335,11,Loyal Customers,0,1
15266,338.0,5.0,841.7,2,4,3,243,9,Can't Lose Them,0,1
15267,22.0,5.0,1717.36,4,4,4,444,12,Champions,3,1
15268,479.0,3.0,941.2500000000001,1,3,3,133,7,At Risk,0,0
15269,24.0,3.0,1225.3600000000001,4,3,4,434,11,Loyal Customers,3,0
15270,16.0,21.0,7193.99,5,5,5,555,15,Champions,1,1
15271,7.0,24.0,4639.29,5,5,5,555,15,Champions,1,1
15272,57.0,6.0,2085.48,4,4,4,444,12,Champions,3,1
15273,600.0,1.0,228.96,1,1,1,111,3,Hibernating/Lost,0,2
15274,4.0,2.0,716.57,5,2,3,523,10,New Customers,3,3
15275,38.0,1.0,609.19,4,1,3,413,8,New Customers,3,2
15276,66.0,4.0,631.03,3,3,3,333,9,Loyal Customers,3,1
15277,47.0,2.0,476.34,4,2,2,422,8,New Customers,3,3
15278,562.0,4.0,496.15999999999997,1,3,2,132,6,At Risk,0,1
15279,355.0,5.0,1541.74,2,4,4,244,10,Can't Lose Them,0,1
15280,172.0,3.0,406.21999999999997,3,3,2,332,8,Loyal Customers,0,0
15281,59.0,16.0,8317.62,4,5,5,455,14,Champions,1,1
15282,570.0,1.0,348.59,1,1,2,112,4,Hibernating/Lost,0,2
15283,390.0,3.0,135.43,2,3,1,231,6,At Risk,0,0
15284,500.0,1.0,24.75,1,1,1,111,3,Hibernating/Lost,0,2
15285,408.0,1.0,94.92,2,1,1,211,4,Hibernating/Lost,0,2
15286,50.0,1.0,240.55,4,1,1,411,6,New Customers,3,2
15287,22.0,5.0,854.58,4,4,3,443,11,Champions,3,1
15288,43.0,10.0,3883.13,4,5,5,455,14,Champions,1,1
15289,29.0,5.0,1570.71,4,4,4,444,12,Champions,3,1
15290,5.0,26.0,10355.58,5,5,5,555,15,Champions,1,10
15291,26.0,40.0,13451.24,4,5,5,455,14,Champions,1,-1
15292,201.0,1.0,180.94,2,1,1,211,4,Hibernating/Lost,0,2
15293,666.0,1.0,247.5,1,1,1,111,3,Hibernating/Lost,0,2
15294,411.0,1.0,222.3,1,1,1,111,3,Hibernating/Lost,0,2
15295,654.0,1.0,217.23999999999998,1,1,1,111,3,Hibernating/Lost,0,2
15296,51.0,12.0,10223.93,4,5,5,455,14,Champions,1,-1
15297,10.0,3.0,635.04,5,3,3,533,11,Loyal Customers,3,0
15298,2.0,23.0,8356.03,5,5,5,555,15,Champions,1,4
15299,67.0,10.0,7243.62,3,5,5,355,13,Loyal Customers,1,1
15300,64.0,1.0,496.44,3,1,2,312,6,Potential Loyalists,3,2
15301,51.0,17.0,7561.21,4,5,5,455,14,Champions,1,1
15302,730.0,1.0,291.05,1,1,2,112,4,Hibernating/Lost,0,2
15303,290.0,3.0,1178.78,2,3,3,233,8,At Risk,0,0
15304,61.0,9.0,905.45,3,5,3,353,11,Loyal Customers,3,1
15305,555.0,1.0,93.6,1,1,1,111,3,Hibernating/Lost,0,2
15306,64.0,9.0,3480.98,3,5,5,355,13,Loyal Customers,1,1
15307,96.0,1.0,205.3,3,1,1,311,5,Potential Loyalists,0,2
15308,274.0,1.0,302.27,2,1,2,212,5,Hibernating/Lost,0,2
15309,611.0,4.0,715.53,1,3,3,133,7,At Risk,0,1
15310,479.0,1.0,1634.64,1,1,4,114,6,Hibernating/Lost,0,2
15311,1.0,208.0,113513.07,5,5,5,555,15,Champions,2,-1
15312,75.0,12.0,2916.4900000000002,3,5,5,355,13,Loyal Customers,1,1
15313,110.0,1.0,52.0,3,1,1,311,5,Potential Loyalists,0,2
15314,199.0,3.0,800.65,2,3,3,233,8,At Risk,0,0
15315,64.0,2.0,551.54,3,2,2,322,7,Potential Loyalists,3,3
15316,327.0,1.0,165.0,2,1,1,211,4,Hibernating/Lost,0,2
15317,677.0,1.0,112.05000000000001,1,1,1,111,3,Hibernating/Lost,0,2
15318,4.0,1.0,312.62,5,1,2,512,8,New Customers,3,2
15319,284.0,1.0,204.5,2,1,1,211,4,Hibernating/Lost,0,2
15320,44.0,1.0,267.13,4,1,1,411,6,New Customers,3,2
15321,71.0,12.0,6560.650000000001,3,5,5,355,13,Loyal Customers,1,1
15322,86.0,2.0,1314.15,3,2,4,324,9,Potential Loyalists,3,3
15323,563.0,3.0,320.9,1,3,2,132,6,At Risk,0,0
15324,701.0,1.0,140.22000000000003,1,1,1,111,3,Hibernating/Lost,0,2
15325,104.0,8.0,1596.81,3,4,4,344,11,Loyal Customers,3,1
15326,334.0,5.0,1529.82,2,4,4,244,10,Can't Lose Them,0,1
15327,53.0,1.0,208.75,4,1,1,411,6,New Customers,3,2
15328,408.0,1.0,107.24,2,1,1,211,4,Hibernating/Lost,0,2
15329,39.0,11.0,2742.98,4,5,4,454,13,Champions,1,1
15330,32.0,2.0,714.96,4,2,3,423,9,New Customers,3,3
15331,500.0,3.0,755.41,1,3,3,133,7,At Risk,0,0
15332,366.0,6.0,6553.74,2,4,5,245,11,Can't Lose Them,0,-1
15333,208.0,1.0,1028.56,2,1,3,213,6,Hibernating/Lost,0,2
15334,157.0,3.0,351.67,3,3,2,332,8,Loyal Customers,0,0
15335,54.0,1.0,173.97,4,1,1,411,6,New Customers,3,2
15336,402.0,1.0,240.5,2,1,1,211,4,Hibernating/Lost,0,2
15337,411.0,1.0,344.72,1,1,2,112,4,Hibernating/Lost,0,2
15338,677.0,1.0,283.43,1,1,2,112,4,Hibernating/Lost,0,2
15339,66.0,7.0,1634.09,3,4,4,344,11,Loyal Customers,3,1
15340,562.0,1.0,105.5,1,1,1,111,3,Hibernating/Lost,0,2
15341,81.0,2.0,2401.02,3,2,4,324,9,Potential Loyalists,3,3
15342,130.0,1.0,391.76,3,1,2,312,6,Potential Loyalists,0,2
15343,87.0,1.0,364.5,3,1,2,312,6,Potential Loyalists,0,2
15344,1.0,3.0,476.58,5,3,2,532,10,Loyal Customers,3,8
15345,46.0,1.0,367.69,4,1,2,412,7,New Customers,3,2
15346,333.0,3.0,591.65,2,3,2,232,7,At Risk,0,0
15347,366.0,4.0,1333.9,2,3,4,234,9,At Risk,0,1
15348,72.0,1.0,158.04,3,1,1,311,5,Potential Loyalists,3,2
15349,158.0,2.0,473.81,3,2,2,322,7,Potential Loyalists,0,3
15350,373.0,2.0,663.25,2,2,3,223,7,Hibernating/Lost,0,3
15351,12.0,10.0,3615.18,5,5,5,555,15,Champions,1,1
15352,549.0,1.0,114.95,1,1,1,111,3,Hibernating/Lost,0,2
15353,255.0,7.0,3154.05,2,4,5,245,11,Can't Lose Them,0,1
15354,603.0,3.0,-94.8,1,3,1,131,5,At Risk,0,0
15355,29.0,2.0,277.05,4,2,2,422,8,New Customers,3,3
15356,31.0,13.0,3464.95,4,5,5,455,14,Champions,1,1
15358,5.0,42.0,16837.35,5,5,5,555,15,Champions,2,-1
15359,663.0,8.0,162.6,1,4,1,141,6,Can't Lose Them,0,-1
15360,40.0,1.0,427.93,4,1,2,412,7,New Customers,3,2
15361,362.0,4.0,689.07,2,3,3,233,8,At Risk,0,1
15362,449.0,2.0,613.08,1,2,3,123,6,Hibernating/Lost,0,3
15363,373.0,2.0,996.16,2,2,3,223,7,Hibernating/Lost,0,3
15364,96.0,2.0,913.19,3,2,3,323,8,Potential Loyalists,0,3
15365,26.0,13.0,3573.26,4,5,5,455,14,Champions,1,1
15366,75.0,7.0,2389.08,3,4,4,344,11,Loyal Customers,3,1
15367,57.0,11.0,5005.7300000000005,4,5,5,455,14,Champions,1,1
15368,21.0,2.0,722.74,4,2,3,423,9,New Customers,3,3
15369,492.0,11.0,1713.39,1,5,4,154,10,Can't Lose Them,0,1
15370,41.0,8.0,3713.51,4,4,5,445,13,Champions,1,1
15371,662.0,1.0,59.400000000000006,1,1,1,111,3,Hibernating/Lost,0,2
15372,137.0,8.0,5954.42,3,4,5,345,12,Loyal Customers,1,1
15373,8.0,17.0,3218.59,5,5,5,555,15,Champions,1,1
15374,129.0,2.0,307.32,3,2,2,322,7,Potential Loyalists,0,3
15375,690.0,1.0,60.959999999999994,1,1,1,111,3,Hibernating/Lost,0,2
15376,40.0,3.0,1233.3600000000001,4,3,4,434,11,Loyal Customers,3,0
15377,383.0,4.0,1179.95,2,3,3,233,8,At Risk,0,1
15378,463.0,2.0,246.5,1,2,1,121,4,Hibernating/Lost,0,3
15379,169.0,8.0,4806.4400000000005,3,4,5,345,12,Loyal Customers,1,1
15380,9.0,11.0,3422.2000000000003,5,5,5,555,15,Champions,1,1
15381,214.0,5.0,1887.62,2,4,4,244,10,Can't Lose Them,0,1
15382,15.0,12.0,13646.5,5,5,5,555,15,Champions,1,-1
15384,170.0,4.0,2014.49,3,3,4,334,10,Loyal Customers,0,1
15385,40.0,3.0,942.08,4,3,3,433,10,Loyal Customers,3,0
15386,186.0,1.0,394.14,3,1,2,312,6,Potential Loyalists,0,2
15387,492.0,1.0,468.65,1,1,2,112,4,Hibernating/Lost,0,2
15388,270.0,1.0,140.54,2,1,1,211,4,Hibernating/Lost,0,2
15389,172.0,5.0,2733.8,3,4,4,344,11,Loyal Customers,0,1
15390,396.0,2.0,1216.66,2,2,4,224,8,Hibernating/Lost,0,3
15391,584.0,1.0,282.92,1,1,2,112,4,Hibernating/Lost,0,2
15392,5.0,7.0,2891.82,5,4,5,545,14,Champions,1,1
15393,16.0,5.0,891.34,5,4,3,543,12,Champions,3,1
15394,10.0,11.0,5251.4,5,5,5,555,15,Champions,1,1
15395,326.0,1.0,107.45,2,1,1,211,4,Hibernating/Lost,0,2
15396,113.0,2.0,796.38,3,2,3,323,8,Potential Loyalists,0,3
15397,290.0,1.0,94.0,2,1,1,211,4,Hibernating/Lost,0,2
15398,16.0,2.0,1339.63,5,2,4,524,11,New Customers,3,3
15399,1.0,3.0,815.77,5,3,3,533,11,Loyal Customers,3,8
15400,92.0,8.0,1252.8,3,4,4,344,11,Loyal Customers,3,1
15401,452.0,2.0,216.95000000000002,1,2,1,121,4,Hibernating/Lost,0,3
15402,149.0,6.0,1816.64,3,4,4,344,11,Loyal Customers,3,1
15403,492.0,2.0,170.88,1,2,1,121,4,Hibernating/Lost,0,3
15404,376.0,1.0,257.06,2,1,1,211,4,Hibernating/Lost,0,2
15405,189.0,2.0,659.84,2,2,3,223,7,Hibernating/Lost,0,3
15406,31.0,4.0,891.77,4,3,3,433,10,Loyal Customers,3,1
15407,34.0,4.0,1056.44,4,3,3,433,10,Loyal Customers,3,1
15408,264.0,1.0,267.18,2,1,1,211,4,Hibernating/Lost,0,2
15409,721.0,1.0,117.2,1,1,1,111,3,Hibernating/Lost,0,2
15410,84.0,10.0,4685.72,3,5,5,355,13,Loyal Customers,1,1
15411,26.0,4.0,1346.38,4,3,4,434,11,Loyal Customers,3,1
15412,171.0,1.0,190.53,3,1,1,311,5,Potential Loyalists,0,2
15413,692.0,5.0,-2531.3799999999997,1,4,1,141,6,Can't Lose Them,0,-1
15414,10.0,3.0,774.9000000000001,5,3,3,533,11,Loyal Customers,3,0
15415,313.0,1.0,572.8100000000001,2,1,2,212,5,Hibernating/Lost,0,2
15416,65.0,7.0,4554.65,3,4,5,345,12,Loyal Customers,1,1
15417,85.0,1.0,508.8,3,1,2,312,6,Potential Loyalists,0,2
15418,425.0,2.0,452.32,1,2,2,122,5,Hibernating/Lost,0,3
15419,25.0,1.0,135.86,4,1,1,411,6,New Customers,3,2
15420,434.0,6.0,743.0,1,4,3,143,8,Can't Lose Them,0,1
15421,59.0,10.0,3805.34,4,5,5,455,14,Champions,1,1
15422,323.0,7.0,1615.02,2,4,4,244,10,Can't Lose Them,0,1
15423,38.0,3.0,219.14,4,3,1,431,8,Loyal Customers,3,0
15424,254.0,3.0,597.78,2,3,2,232,7,At Risk,0,0
15425,400.0,4.0,1944.57,2,3,4,234,9,At Risk,0,1
15426,19.0,9.0,2592.95,5,5,4,554,14,Champions,1,1
15427,33.0,3.0,1483.14,4,3,4,434,11,Loyal Customers,3,0
15428,15.0,4.0,762.75,5,3,3,533,11,Loyal Customers,3,1
15429,27.0,2.0,364.90000000000003,4,2,2,422,8,New Customers,3,3
15430,468.0,2.0,903.75,1,2,3,123,6,Hibernating/Lost,0,3
15431,503.0,1.0,153.24,1,1,1,111,3,Hibernating/Lost,0,2
15432,23.0,2.0,301.26,4,2,2,422,8,New Customers,3,3
15433,214.0,2.0,417.87,2,2,2,222,6,Hibernating/Lost,0,3
15434,8.0,11.0,2517.11,5,5,4,554,14,Champions,1,1
15435,22.0,1.0,149.29,4,1,1,411,6,New Customers,3,2
15436,12.0,3.0,1122.53,5,3,3,533,11,Loyal Customers,3,0
15437,262.0,2.0,393.45,2,2,2,222,6,Hibernating/Lost,0,3
15438,131.0,1.0,156.57999999999998,3,1,1,311,5,Potential Loyalists,0,2
15439,405.0,4.0,1269.05,2,3,4,234,9,At Risk,0,1
15440,55.0,3.0,383.68,4,3,2,432,9,Loyal Customers,3,0
15441,396.0,3.0,1254.21,2,3,4,234,9,At Risk,0,0
15442,249.0,1.0,594.0,2,1,2,212,5,Hibernating/Lost,0,2
15443,2.0,14.0,5116.14,5,5,5,555,15,Champions,1,1
15444,9.0,2.0,1418.26,5,2,4,524,11,New Customers,3,3
15445,264.0,2.0,284.5,2,2,2,222,6,Hibernating/Lost,0,3
15446,377.0,3.0,398.85,2,3,2,232,7,At Risk,0,0
15447,331.0,5.0,484.93,2,4,2,242,8,Can't Lose Them,0,1
15448,313.0,2.0,788.81,2,2,3,223,7,Hibernating/Lost,0,3
15449,26.0,3.0,971.22,4,3,3,433,10,Loyal Customers,3,0
15450,30.0,1.0,429.84,4,1,2,412,7,New Customers,3,2
15451,434.0,2.0,233.21,1,2,1,121,4,Hibernating/Lost,0,3
15452,30.0,6.0,1799.1100000000001,4,4,4,444,12,Champions,3,1
15453,2.0,7.0,1388.37,5,4,4,544,13,Champions,3,1
15454,362.0,2.0,307.69,2,2,2,222,6,Hibernating/Lost,0,3
15455,598.0,1.0,38.25,1,1,1,111,3,Hibernating/Lost,0,2
15456,283.0,10.0,2119.27,2,5,4,254,11,Can't Lose Them,0,1
15457,262.0,1.0,237.07,2,1,1,211,4,Hibernating/Lost,0,2
15458,25.0,2.0,370.43999999999994,4,2,2,422,8,New Customers,3,3
15459,417.0,2.0,202.82999999999998,1,2,1,121,4,Hibernating/Lost,0,3
15460,354.0,1.0,216.76,2,1,1,211,4,Hibernating/Lost,0,2
15461,461.0,2.0,391.29999999999995,1,2,2,122,5,Hibernating/Lost,0,3
15462,94.0,4.0,737.05,3,3,3,333,9,Loyal Customers,3,1
15463,29.0,1.0,126.14,4,1,1,411,6,New Customers,3,2
15464,338.0,1.0,1048.85,2,1,3,213,6,Hibernating/Lost,0,2
15465,20.0,32.0,12226.15,4,5,5,455,14,Champions,1,6
15466,85.0,4.0,1571.01,3,3,4,334,10,Loyal Customers,3,1
15467,9.0,3.0,511.88,5,3,2,532,10,Loyal Customers,3,0
15468,51.0,3.0,1387.48,4,3,4,434,11,Loyal Customers,3,0
15469,50.0,3.0,834.4,4,3,3,433,10,Loyal Customers,3,0
15470,576.0,1.0,63.419999999999995,1,1,1,111,3,Hibernating/Lost,0,2
15471,2.0,3.0,1316.56,5,3,4,534,12,Loyal Customers,3,0
15472,113.0,1.0,371.56,3,1,2,312,6,Potential Loyalists,0,2
